poi_lat,poi_lon,category
7.0984592,80.1447189,schools
7.096597,80.145889,schools
7.0789204,80.0479401,schools
7.0920885,80.0171676,schools
7.0918954,79.990166,schools
7.0195777,80.0485598,schools
7.072313,80.142682,schools
7.04734,80.134647,schools
7.091959,79.991044,schools
6.9969779,79.9097288,schools
7.0023905,79.9584128,schools
6.8887532,79.875341,schools
6.8996204,79.8595855,schools
7.0234916,79.9268192,schools
7.0151681,79.898526,schools
6.8894303,79.997046,schools
6.846844,80.0059226,schools
6.8032837,79.9166753,schools
6.8199855,79.8933965,schools
6.909604,79.8654511,schools
7.0027667,79.9445597,schools
6.8928468,79.872454,schools
6.8937155,79.8762101,schools
6.8948981,79.8530941,schools
6.8296856,79.8805508,schools
7.0349253,79.9378398,schools
6.9210873,79.8529974,schools
6.9258434,79.9275883,schools
6.9869567,79.8919438,schools
6.9127523,79.9288284,schools
6.9360606,79.9151888,schools
6.9410111,80.1491126,schools
6.9348108,79.9939263,schools
6.9473271,79.9069463,schools
6.8493904,79.9489167,schools
6.961568,79.9015144,schools
6.9543205,79.9019351,schools
6.8956241,79.8526475,schools
6.9497998,79.8634546,schools
6.8615032,79.8651112,schools
6.9629355,79.8642774,schools
6.9769472,79.9230295,schools
6.9591667,79.8751783,schools
6.9578017,79.8976206,schools
6.8915657,79.8710484,schools
6.8603888,79.8861461,schools
6.9281906,79.907954,schools
6.8431388,79.8682149,schools
6.913939,79.8750782,schools
6.8792843,79.8719061,schools
6.9009834,79.8516402,schools
6.8840048,79.9034954,schools
6.8839033,79.8659867,schools
6.9514757,79.8618637,schools
6.9497289,79.8628711,schools
6.802355,79.9074719,schools
6.8971981,79.9094356,schools
6.8975321,79.9100076,schools
6.8932307,79.900367,schools
6.8929616,79.9001844,schools
6.8840543,79.900104,schools
6.8852879,79.895215,schools
6.8844213,79.8959606,schools
6.8769984,79.8917673,schools
6.8766726,79.8907619,schools
6.8123795,80.025736,schools
6.8334818,80.0591294,schools
6.8815887,79.8967666,schools
6.8758317,79.951592,schools
6.8801735,79.8674949,schools
6.882067,79.9009206,schools
6.8386201,79.8691585,schools
6.8818849,79.9007165,schools
6.8931177,80.1982721,schools
6.8905561,79.8661819,schools
6.8953745,79.8606953,schools
6.9108902,79.8491887,schools
6.9733776,80.057271,schools
6.8440262,79.9607154,schools
6.8853793,79.9391165,schools
